lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,agent,company,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,reservation_status_date,total_people,total_days,customer_type_Group,customer_type_Transient,customer_type_Transient-Party,deposit_type_Non Refund,deposit_type_Refundable,meal_FB,meal_HB,meal_SC,meal_Undefined,hotel_Resort Hotel,market_segment_Complementary,market_segment_Corporate,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,distribution_channel_Direct,distribution_channel_GDS,distribution_channel_TA/TO,continent_America,continent_Asia,continent_Europa,continent_Oceania
20,2017,7,14,0,5,1,0.0,0,0,0,0,0,0,0,132.0,-1.0,0,65.0,0,0,2017-03-13,1.0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
99,2017,7,31,1,2,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,110.4,0,1,2017-04-03,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
106,2016,7,24,1,3,2,0.0,0,0,0,0,0,0,0,68.0,-1.0,0,84.0,0,0,2016-01-22,2.0,4,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
21,2016,5,8,0,2,2,0.0,0,0,0,0,0,0,0,240.0,-1.0,0,159.0,0,1,2016-07-10,2.0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
19,2016,5,14,1,3,2,0.0,0,0,0,0,3,3,0,240.0,-1.0,0,191.0,0,1,2016-07-18,2.0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
147,2017,1,5,2,5,3,0.0,0,0,0,0,3,3,0,9.0,-1.0,0,184.5,0,1,2017-08-12,3.0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
145,2015,1,29,2,1,1,0.0,0,0,0,0,0,0,1,17.0,-1.0,0,72.5,0,0,2015-09-01,1.0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1,2016,11,22,0,1,1,0.0,0,0,0,0,0,3,0,9.0,-1.0,0,185.0,0,2,2016-09-23,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
124,2017,5,30,2,3,2,0.0,0,0,0,0,4,4,0,250.0,-1.0,0,201.6,0,0,2017-04-11,2.0,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
128,2016,1,4,0,3,3,0.0,0,0,0,0,3,3,0,9.0,-1.0,0,140.7,0,1,2016-08-07,3.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
181,2017,6,8,0,2,2,0.0,0,0,0,0,0,0,0,58.0,-1.0,0,100.0,0,0,2017-01-24,2.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
62,2016,7,3,2,3,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,71.6,0,0,2016-03-08,2.0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
73,2016,7,24,0,3,2,0.0,0,0,0,0,0,0,0,6.0,-1.0,0,53.38,0,1,2016-03-27,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
245,2016,5,6,2,4,1,0.0,0,0,0,0,0,0,0,19.0,-1.0,0,110.0,0,0,2016-02-23,1.0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
309,2016,8,12,0,2,2,0.0,0,0,0,0,0,0,0,1.0,-1.0,0,62.0,0,0,2015-10-21,2.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
13,2016,0,4,1,1,1,0.0,0,0,0,0,0,0,0,86.0,-1.0,0,76.0,0,0,2016-04-06,1.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
30,2016,8,15,2,2,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,126.9,0,1,2016-05-19,2.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
162,2017,1,1,2,5,2,1.0,0,0,0,0,3,3,1,181.0,-1.0,0,242.25,0,0,2017-07-20,3.0,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
47,2015,2,24,0,1,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,67.5,0,1,2015-12-25,2.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
224,2017,5,1,2,2,3,1.0,0,0,0,0,7,7,0,240.0,-1.0,0,185.0,0,0,2017-02-03,4.0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
423,2017,5,22,1,1,2,0.0,0,0,0,0,0,0,0,6.0,-1.0,0,80.0,0,0,2017-07-04,2.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
309,2017,8,13,2,3,2,0.0,0,0,0,0,0,0,3,467.0,-1.0,0,89.1,0,0,2017-05-18,2.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
92,2016,9,29,0,3,2,0.0,0,0,0,0,0,0,0,-1.0,348.0,50,90.0,0,0,2016-11-15,2.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,2016,0,3,1,0,1,0.0,0,0,0,0,0,0,1,-1.0,-1.0,0,75.0,0,0,2016-04-04,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
17,2015,9,23,1,3,1,0.0,0,0,0,0,0,0,0,6.0,-1.0,0,25.0,0,0,2015-11-19,1.0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
40,2016,7,20,2,0,3,0.0,0,0,0,0,3,3,0,9.0,-1.0,0,131.4,0,0,2016-02-12,3.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,2017,5,27,0,2,2,0.0,0,0,0,0,4,4,0,240.0,-1.0,0,215.0,0,1,2017-07-29,2.0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
138,2016,0,25,1,2,2,0.0,0,0,0,0,4,4,0,-1.0,-1.0,0,65.0,0,0,2016-01-18,2.0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0,2017,4,2,1,1,2,0.0,0,0,0,0,4,4,0,-1.0,-1.0,0,132.0,0,0,2017-01-04,2.0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
27,2016,0,10,2,2,2,0.0,0,0,0,0,4,4,0,250.0,-1.0,0,72.0,0,0,2016-03-15,2.0,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
116,2016,5,6,0,4,3,0.0,0,0,0,0,3,3,0,9.0,-1.0,0,138.55,0,2,2016-07-10,3.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,2016,8,22,2,0,1,0.0,0,0,0,0,0,1,0,-1.0,-1.0,0,72.0,0,0,2016-05-22,1.0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
57,2016,6,10,1,2,2,0.0,0,0,0,0,0,0,0,6.0,-1.0,0,90.67,0,1,2016-06-13,2.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
391,2016,5,27,0,2,2,0.0,0,0,0,0,0,0,0,1.0,-1.0,0,65.0,0,0,2015-12-09,2.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
169,2017,6,8,0,3,2,0.0,0,0,0,0,0,0,0,19.0,-1.0,0,170.0,0,0,2016-12-21,2.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
391,2016,5,27,0,2,2,0.0,0,0,0,0,0,0,0,1.0,-1.0,0,65.0,0,0,2015-12-09,2.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4,2015,9,17,0,3,2,0.0,0,0,0,0,0,0,0,-1.0,-1.0,0,91.67,0,1,2015-11-17,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
107,2017,7,9,0,2,2,0.0,0,0,0,0,4,5,0,96.0,-1.0,0,99.0,0,0,2017-03-11,2.0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
351,2015,10,3,2,2,2,0.0,0,0,1,0,0,0,0,1.0,-1.0,0,62.0,0,0,2015-07-06,2.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,2015,11,29,0,2,2,0.0,0,0,0,0,0,0,0,11.0,-1.0,0,91.2,0,0,2015-10-01,2.0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,2016,3,28,2,1,1,0.0,0,0,0,0,0,0,0,134.0,-1.0,0,60.0,0,0,2016-02-27,1.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
96,2017,0,26,0,2,2,0.0,0,0,0,0,0,0,0,29.0,-1.0,0,130.0,0,0,2017-01-20,2.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
93,2015,5,5,2,5,2,0.0,0,0,0,0,3,3,0,15.0,-1.0,0,105.5,0,0,2015-05-01,2.0,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
32,2017,3,14,0,4,2,0.0,1,0,0,0,0,0,1,7.0,-1.0,0,57.6,0,1,2017-02-18,3.0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
177,2016,6,3,0,2,2,0.0,0,0,0,0,0,0,0,119.0,-1.0,0,100.0,0,0,2016-01-16,2.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
256,2016,1,26,0,2,2,0.0,0,0,0,0,0,0,0,27.0,-1.0,0,72.25,0,1,2016-08-28,2.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
244,2016,2,22,4,12,2,0.0,0,0,0,0,4,4,0,240.0,-1.0,0,64.21,0,2,2017-01-07,2.0,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
0,2015,10,6,0,1,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,114.0,0,2,2015-10-07,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
243,2017,5,26,0,4,2,0.0,0,0,0,0,0,0,0,-1.0,-1.0,0,110.0,0,0,2016-11-25,2.0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,2016,4,25,1,1,1,0.0,0,0,0,0,0,3,0,240.0,-1.0,0,40.0,0,0,2016-01-27,1.0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
72,2015,1,9,2,5,2,0.0,0,0,0,0,0,0,0,149.0,-1.0,0,133.0,0,2,2015-08-16,2.0,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
3,2016,2,5,1,0,1,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,96.0,0,1,2016-12-06,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4,2016,1,1,1,1,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,109.0,0,0,2016-07-29,2.0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5,2016,1,17,0,1,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,118.0,0,2,2016-08-18,2.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2,2016,9,23,0,1,1,0.0,0,0,0,0,0,3,0,-1.0,108.0,0,44.0,0,0,2016-11-24,1.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
67,2017,3,6,1,3,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,74.8,0,2,2017-02-10,2.0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
177,2017,4,31,0,4,2,0.0,0,0,0,0,4,4,0,240.0,-1.0,0,55.8,0,1,2017-02-04,2.0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
130,2017,1,2,0,3,2,0.0,0,0,0,0,3,3,0,9.0,-1.0,0,155.0,0,2,2017-04-06,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
300,2015,1,13,0,2,2,0.0,0,0,1,0,0,0,0,1.0,-1.0,0,62.0,0,0,2015-01-01,2.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
141,2017,3,24,2,5,2,0.0,0,0,0,0,3,3,0,9.0,-1.0,0,129.2,0,2,2016-10-11,2.0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
28,2016,9,7,1,0,2,0.0,0,0,0,0,0,0,0,240.0,-1.0,0,42.0,0,1,2016-11-07,2.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
131,2015,2,22,2,5,2,0.0,0,0,0,0,0,0,0,314.0,-1.0,0,55.0,0,0,2015-12-02,2.0,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
38,2017,7,26,2,2,2,0.0,0,0,0,0,0,0,0,7.0,-1.0,0,71.82,0,0,2017-03-30,2.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
325,2015,11,7,1,1,2,0.0,0,0,1,0,0,0,0,1.0,-1.0,0,62.0,0,0,2015-01-01,2.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
102,2017,7,26,2,1,1,0.0,0,0,0,0,0,0,0,495.0,-1.0,0,39.33,0,0,2016-12-23,1.0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
385,2016,10,19,1,4,3,0.0,0,0,0,0,0,2,1,-1.0,-1.0,0,79.0,0,0,2016-10-24,3.0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
63,2015,2,30,0,4,2,0.0,0,0,0,0,3,3,0,9.0,-1.0,0,115.5,0,1,2016-01-03,2.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
422,2016,11,16,0,2,2,0.0,0,0,0,0,0,0,0,1.0,-1.0,379,65.0,0,0,2016-08-22,2.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
42,2017,6,27,0,1,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,98.0,0,1,2017-06-28,2.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
24,2016,5,12,0,3,2,0.0,0,0,0,0,0,0,0,240.0,-1.0,0,159.0,0,0,2016-06-19,2.0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
67,2017,0,22,2,5,2,0.0,0,0,0,0,0,0,0,40.0,-1.0,0,68.95,0,0,2017-03-30,2.0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
46,2016,7,21,1,3,2,0.0,0,0,0,0,0,3,0,28.0,-1.0,0,85.0,0,0,2016-03-25,2.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
379,2015,10,31,1,1,2,0.0,0,0,1,0,0,0,0,1.0,-1.0,0,62.0,0,0,2015-07-23,2.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
8,2015,10,8,0,3,1,0.0,0,1,1,0,0,0,0,30.0,-1.0,0,65.45,0,0,2015-09-30,1.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
35,2016,9,4,1,2,2,0.0,0,0,0,0,3,3,0,14.0,-1.0,0,155.0,0,3,2016-11-07,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
364,2015,10,16,0,2,2,0.0,0,0,1,0,0,0,0,6.0,-1.0,0,109.0,0,0,2015-03-25,2.0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
13,2016,3,18,0,3,2,0.0,0,0,0,0,0,3,0,28.0,-1.0,0,87.0,0,1,2016-02-21,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
4,2016,3,16,0,1,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,79.0,0,0,2016-02-17,2.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
40,2017,4,16,1,2,1,0.0,0,0,0,0,0,0,0,-1.0,-1.0,0,55.0,0,0,2017-01-19,1.0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
109,2016,8,2,1,2,1,0.0,0,0,0,0,3,3,0,7.0,-1.0,0,88.01,0,1,2016-05-05,1.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
197,2017,8,25,2,4,2,0.0,0,0,0,0,3,3,0,14.0,-1.0,0,129.6,0,1,2017-05-25,2.0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
128,2016,5,7,3,8,2,0.0,0,1,1,7,4,4,1,-1.0,-1.0,0,112.5,1,4,2016-07-18,2.0,11,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
38,2016,10,23,1,0,1,0.0,0,0,0,0,0,0,0,336.0,-1.0,0,46.0,0,1,2016-10-24,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
268,2015,5,12,2,1,2,0.0,0,0,1,0,0,0,0,5.0,-1.0,0,82.0,0,0,2015-06-26,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
138,2015,1,22,2,1,2,0.0,0,0,0,0,0,0,0,17.0,-1.0,0,94.5,0,0,2015-08-06,2.0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
160,2015,2,30,0,3,2,0.0,0,0,0,0,0,0,0,3.0,-1.0,111,70.67,0,0,2016-01-02,2.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
144,2015,5,3,0,2,2,0.0,0,0,1,0,0,0,0,240.0,-1.0,0,123.0,0,1,2015-06-30,2.0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
80,2016,9,12,1,1,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,93.6,0,0,2016-08-25,2.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2,2016,10,13,0,1,1,0.0,0,0,0,0,0,0,0,344.0,-1.0,0,109.65,0,0,2016-10-14,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
153,2017,1,6,2,5,2,0.0,0,0,0,0,3,3,0,40.0,-1.0,0,121.5,0,0,2017-08-13,2.0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
0,2016,7,2,0,1,1,0.0,0,0,0,0,0,3,0,-1.0,-1.0,0,40.0,0,0,2016-03-03,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
5,2015,9,22,2,0,1,0.0,0,0,0,0,0,3,0,240.0,-1.0,0,40.0,0,1,2015-11-24,1.0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
262,2016,8,21,2,5,2,0.0,0,0,0,0,0,0,0,240.0,-1.0,0,46.98,0,2,2015-09-11,2.0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
23,2017,7,7,0,4,2,0.0,0,0,0,0,3,3,0,9.0,-1.0,0,102.43,0,0,2017-03-11,2.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
181,2016,8,5,2,4,2,0.0,0,0,1,0,0,0,0,26.0,-1.0,42,90.0,0,0,2015-12-18,2.0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
266,2016,2,26,1,3,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,73.95,0,0,2016-04-28,2.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
53,2016,11,26,1,2,2,0.0,0,0,0,0,0,0,0,37.0,-1.0,0,105.0,0,0,2016-08-30,2.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,2016,7,30,0,1,1,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,89.0,0,1,2016-03-31,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
79,2017,7,2,0,3,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,97.2,0,1,2017-02-19,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
205,2016,11,5,1,2,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,126.9,0,2,2016-09-08,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
22,2017,1,19,1,1,2,2.0,0,0,0,0,4,4,0,-1.0,-1.0,0,200.4,0,1,2017-08-21,4.0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
457,2017,1,25,0,2,2,0.0,0,0,0,0,0,0,1,6.0,-1.0,0,122.4,0,1,2017-08-27,2.0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
267,2016,10,26,0,3,3,0.0,0,0,0,0,3,3,0,9.0,-1.0,0,128.7,0,1,2016-07-22,3.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
111,2016,10,10,1,0,1,0.0,0,0,0,0,0,0,0,234.0,-1.0,0,120.0,0,0,2016-09-15,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
61,2016,2,22,2,3,1,0.0,0,0,0,0,4,4,0,240.0,-1.0,0,63.0,0,1,2016-12-27,1.0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
18,2017,0,18,0,4,2,0.0,0,0,0,0,3,3,0,14.0,-1.0,0,126.0,0,0,2017-04-22,2.0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
77,2015,11,28,2,5,2,0.0,0,0,0,0,3,3,0,241.0,-1.0,0,78.1,0,2,2015-10-05,2.0,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
16,2016,2,2,0,2,2,0.0,0,0,0,0,3,3,0,9.0,-1.0,0,117.5,0,2,2016-11-17,2.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
71,2017,1,26,2,2,2,0.0,0,0,0,0,4,4,0,9.0,-1.0,0,200.0,0,0,2017-06-16,2.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
129,2017,6,2,1,2,2,0.0,0,0,0,0,0,0,0,154.0,-1.0,0,130.0,0,0,2017-01-24,2.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,2016,8,12,0,1,1,0.0,0,0,0,0,0,0,0,7.0,-1.0,0,85.93,0,0,2016-05-13,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,2016,3,20,1,1,2,1.0,0,0,0,0,5,5,1,-1.0,-1.0,0,69.0,1,2,2016-02-22,3.0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
304,2016,9,3,0,3,2,0.0,0,0,0,0,0,0,0,21.0,-1.0,0,89.0,0,0,2016-02-01,2.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
9,2016,6,17,0,2,3,0.0,0,0,0,0,3,3,0,9.0,-1.0,0,177.0,0,2,2016-06-19,3.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
42,2016,3,14,2,3,2,0.0,0,0,0,0,3,3,0,9.0,-1.0,0,90.76,0,1,2016-02-19,2.0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
180,2017,0,13,0,3,3,1.0,0,0,0,0,7,7,0,240.0,-1.0,0,160.0,0,1,2017-03-05,4.0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
22,2017,0,6,0,3,2,0.0,0,0,0,0,4,4,0,240.0,-1.0,0,115.0,0,0,2017-03-15,2.0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
104,2017,8,15,1,2,1,0.0,0,0,0,0,0,0,0,-1.0,-1.0,0,160.0,0,0,2017-01-31,1.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
245,2015,11,25,0,1,2,0.0,0,0,1,0,0,0,0,248.0,-1.0,0,80.0,0,0,2015-07-31,2.0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
7,2016,10,25,0,2,1,0.0,0,0,0,0,0,0,0,15.0,-1.0,0,39.0,0,0,2016-10-27,1.0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
267,2016,7,31,0,2,2,0.0,0,0,0,0,0,0,0,1.0,-1.0,0,62.0,0,0,2015-10-21,2.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
277,2017,5,13,0,3,2,0.0,0,0,0,0,3,3,0,9.0,-1.0,0,120.6,0,1,2017-06-16,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
